File	F1	F2
ye	624.2184786719852	2204.699217548709
ye	562.8028734275048	2415.4384283255
ye	531.9295937167025	2433.836611449619
ye	571.6041005982921	2338.08700600777
ye	643.0954880483301	2211.4577698759263
ye	649.7271942546539	2099.10413028109
ye	600.8977325610423	2331.43588579155
ye	603.909167713994	2432.9216773248895
ye	645.1989606584026	2307.0122604750295
ye	505.77563239859757	2327.1629303618583
